position,source_text,context,line_no,module,type,document_name
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Alcohol use,,272,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Alcohol past use,,273,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Tobacco use,,274,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Tobacco past use,,275,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Medical history,,276,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Surgical history,,277,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Occupational hazards,,278,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Other risk factors,,279,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,More info,,280,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Blood Pressure,,374,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Respiratory/Pulse Rate,,377,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,Temperature,,380,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history.js,BMI,,383,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history_sidebar.html,Gender: ,,12,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_history/patient_history_sidebar.html,Contact: ,,15,Healthcare,Page,Patient History
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.json,Patient Progress,,0,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.json,patient-progress,,0,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.json,patient-progress,,0,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.json,Healthcare Administrator,,0,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.json,Physician,,0,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.json,Patient,,0,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.json,System Manager,,0,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.js,Patient Progress,,5,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.js,Select Patient,,34,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.js,Patient Progress,,57,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.js,Select Therapy Type,,277,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.js,Select Assessment Template,,338,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.js,{0} out of {1},,385,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.js,Select Assessment Template,,405,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.js,Select Assessment Parameter,,466,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress_sidebar.html,Gender: ,,12,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress_sidebar.html,Contact: ,,15,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress_sidebar.html,Total Therapy Sessions: ,,18,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress_sidebar.html,Monthly Therapy Sessions: ,,21,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress_sidebar.html,Patient Profile,,25,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress_sidebar.html,Therapy Plan,,26,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress_sidebar.html,Patient History,,27,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.py,Targetted,,99,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.py,Completed,,100,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.py,Score Obtained,,123,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.py,Sessions,,150,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.py,Average Score,,151,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/page/patient_progress/patient_progress.py,Score,,189,Healthcare,Page,Patient Progress
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/web_form/personal_details/personal_details.py,You need to be logged in to access this page,,10,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Laboratory,,179,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,All Item Groups,,180,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Drug,,181,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,All Item Groups,,182,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Low Sensitivity,,188,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,High Sensitivity,,189,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Moderate Sensitivity,,190,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Susceptible,,191,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Resistant,,192,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Intermediate,,193,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Healthcare Practitioner,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Symptoms,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Diagnosis,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Drug Prescription,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Lab Tests,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Clinical Procedures,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Therapies,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Review Details,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Procedure Template,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Healthcare Practitioner,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Notes,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Service Unit,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Start Time,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Sample,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Test Template,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Healthcare Practitioner,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Test Name,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Lab Technician Name,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Sample ID,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Normal Test Result,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Descriptive Test Result,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Organism Test Result,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Sensitivity Test Result,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Comments,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Therapy Type,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Healthcare Practitioner,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Therapy Plan,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Duration,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Location,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Healthcare Service Unit,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Start Time,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Exercises,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Total Counts Targeted,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Total Counts Completed,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Body Temperature,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Heart Rate / Pulse,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Respiratory rate,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Tongue,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Abdomen,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Reflexes,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Blood Pressure,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Notes,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Height (In Meter),,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Weight (In Kilogram),,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,BMI,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Healthcare Practitioner,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Start Date,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,End Date,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Medication Orders,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/setup.py,Total Orders,,0,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,Please set a Customer linked to the Patient,,41,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,Customer Not Found,,43,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,Please configure Clinical Procedure Consumable Item in {0},,188,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,Missing Configuration,,190,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,Out Patient Consulting Charge Item,,367,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,Inpatient Visit Charge Item,,369,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,Missing Configuration,,373,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,OP Consulting Charge,,377,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,Inpatient Visit Charge,,379,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,Missing Configuration,,383,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,The item referenced by {0} - {1} is already invoiced,,466,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/utils.py,{0} for {1},,539,Healthcare,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.json,Laboratory User,,0,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.json,Nursing User,,0,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.json,LabTest Approver,,0,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.json,Healthcare Administrator,,0,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.json,Lab Test Report,,0,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.json,Lab Test Report,,0,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.js,From Date,,8,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.js,To Date,,15,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.js,Company,,22,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.js,Lab Test Template,,29,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.js,Patient,,35,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.js,Medical Department,,41,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.js,Status,,47,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.js,Invoiced,,53,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,No records found,,19,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Lab Test,,48,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Lab Test Template,,55,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Company,,62,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Patient,,69,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Patient Name,,76,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Lab Technician,,82,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Status,,89,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Invoiced,,95,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Result Date,,101,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Requesting Practitioner,,107,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Medical Department,,114,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Lab Test,,0,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Lab Test Template,,0,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Company,,0,Healthcare,Report,Lab Test Report
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/Healthcare/healthcare/report/lab_test_report/lab_test_report.py,Patient,,0,Healthcare,Report,Lab Test Report
