position,source_text,context,line_no,module,type,document_name
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Service Unit Capacity,,50,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Sets the number of concurrent appointments allowed,,51,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Warehouse,,55,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,"Optional, if you want to manage stock separately for this Service Unit",,56,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Company,,60,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Add Multiple,,94,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Add Multiple Service Units,,100,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Service Unit Name,,103,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Will be serially suffixed to maintain uniquness. Example: 'Ward' will be named as 'Ward-####',,104,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Number of Service Units,,107,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Service Unit Type,,111,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Type of the new Service Unit,,112,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Service Unit Capacity,,136,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Sets the number of concurrent appointments allowed,,137,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Warehouse,,141,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,"Optional, if you want to manage stock separately for this Service Unit",,142,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Company,,145,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,{0} Service Units created,,167,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Could not create Service Units,,171,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Creating {0} Service Units,,175,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit/healthcare_service_unit_tree.js,Create,,178,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_session/therapy_session_dashboard.py,Assessments,,11,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_session/therapy_session.py,Therapy Session overlaps with {0},,45,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_session/therapy_session.py,Therapy Sessions Overlapping,,46,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_session/therapy_session.py,Therapy Session Charges: {0},,141,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_session/therapy_session.js,Counts Targeted: {0},,39,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_session/therapy_session.js,Counts Completed: {0},,40,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_session/therapy_session.js,Patient Assessment,,45,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_session/therapy_session.js,Sales Invoice,,54,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_session/therapy_session.js,{0} as on {1},,103,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/treatment_plan_template/treatment_plan_template.py,Patient Age From cannot be less than 0,,15,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/treatment_plan_template/treatment_plan_template.py,Patient Age To cannot be less than 0,,17,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/treatment_plan_template/treatment_plan_template.py,Patient Age To cannot be less than Patient Age From,,20,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.py,Item {0} is not active,,68,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.py,Item with Item Code {0} already exists,,120,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Change Item Code,,48,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Change Item Code,,63,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Change Item Code,,90,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Template Name,,161,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Enter a name for the Clinical Procedure Template,,162,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Item Code,,166,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Set the Item Code which will be used for billing the Clinical Procedure.,,167,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Item Group,,171,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Select an Item Group for the Clinical Procedure Item.,,172,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Clinical Procedure Rate,,176,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Check this if the Clinical Procedure is billable and also set the rate.,,177,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Allow Stock Consumption,,181,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Check this if the Clinical Procedure utilises consumables. Click ,,182,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js, to know more,,182,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Medical Department,,187,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,"You can also set the Medical Department for the template. After saving the document, an Item will automatically be created for billing this Clinical Procedure. You can then use this template while creating Clinical Procedures for Patients. Templates save you from filling up redundant data every single time. You can also create templates for other operations like Lab Tests, Therapy Sessions, etc.",,188,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure_template/clinical_procedure_template_dashboard.py,Consultations,,11,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.js,Change Template Code,,36,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.js,Change Template Code,,44,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.js,Change Template Code,,66,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.py,Standard Selling Rate should be greater than zero.,,23,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.py,Sample Quantity cannot be negative or 0,,26,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.py,Invalid Quantity,,26,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.py,Not permitted. Please disable the Lab Test Template,,58,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.py,Conversion Factor is mandatory,,88,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.py,Row #{0}: Conversion Factor is mandatory,,92,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.py,Row #{0}: Conversion Factor is mandatory,,96,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template.py,Lab Test Item {0} already exist,,144,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test_template/lab_test_template_dashboard.py,Lab Tests,,11,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_assessment/patient_assessment.js,{0} out of {1},,68,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_assessment/patient_assessment.js,Status,,80,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,Please enter Item Code to get Batch Number,,9,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,Complete and Consume,,70,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,Complete {0} and Consume Stock?,,71,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,Complete {0}?,,74,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,Stock Entry {0} created,,88,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,Start,,100,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,Stock quantity to start the Procedure is not available in the Warehouse {0}. Do you want to record a Stock Entry?,,107,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,{0} as on {1},,157,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,Years(s),,367,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,Month(s),,367,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.js,Day(s),,367,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.py,Clinical Procedure ({0}):,,89,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.py,Please set Customer in Patient {0},,96,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/clinical_procedure/clinical_procedure.py,Customer Not Found,,96,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan_template/therapy_plan_template_dashboard.py,Therapy Plans,,11,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_history_settings/patient_history_settings.js,{0} Fields,,44,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_history_settings/patient_history_settings.js,Select Fields,,47,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_history_settings/patient_history_settings.js,Search,,58,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_history_settings/patient_history_settings.js,Save,,64,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_history_settings/patient_history_settings.py,Row #{0}: Document Type {1} is not submittable.,,25,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_history_settings/patient_history_settings.py,Patient Medical Record can only be created for submittable document types.,,27,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_history_settings/patient_history_settings.py,Row #{0}: No such Field named {1} found in the Document Type {2}.,,34,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_history_settings/patient_history_settings.py,Row #{0}: Field {1} in Document Type {2} is not a Date / Datetime field.,,38,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.js,Make Stock Entry,,37,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.js,No Drug Shortage,,48,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.js,All the drugs are available with sufficient qty to process this Inpatient Medication Entry.,,49,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.js,Fetching Pending Medication Orders,,68,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,No pending medication orders found for selected criteria,,30,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,Stock Entry {0} created and ,,56,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,Inpatient Medication Orders updated successfully,,60,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,Success,,61,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,Row {0}: Cannot create Inpatient Medication Entry against cancelled Inpatient Medication Order {1},,69,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,Row {0}: This Medication Order is already marked as completed,,73,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,Quantity not available for the following items in warehouse {0}. ,,134,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,Please enable Allow Negative Stock in Stock Settings or create Stock Entry to proceed.,,135,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,Drug Code,,154,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,Shortage Qty,,154,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry.py,Insufficient Stock,,156,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_entry/inpatient_medication_entry_dashboard.py,Reference,,14,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/vital_signs/vital_signs.py,{0} on {1},,17,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Schedule Discharge,,31,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Schedule Admission,,35,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Patient History,,41,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Please select Patient,,46,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Vital Signs,,50,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Medical Record,,54,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Clinical Procedure,,58,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Inpatient Medication Order,,63,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Fetching Treatment Plans,,197,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Order Admission,,241,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Scheduling Patient Admission,,267,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Order Discharge,,303,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Please select patient,,336,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Please select patient,,349,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Please select patient,,361,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Years(s),,397,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Month(s),,397,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.js,Day(s),,397,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.py,{0} with {1},,34,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter.py,Therapy Plan {0} created successfully.,,176,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter_dashboard.py,Records,,15,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_encounter/patient_encounter_dashboard.py,Orders,,19,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.py,Expected and Discharge dates cannot be less than Admission Schedule date,,35,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.py,Row #{0}: Check Out datetime cannot be less than Check In datetime,,40,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.py,"Missing required details, did not create Inpatient Record",,80,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.py,Cannot mark Inpatient Record as Discharged since there are unbilled services. ,,174,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.py,Healthcare Service,,192,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.py,Documents,,192,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.py,Unbilled Services,,194,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record_dashboard.py,Appointments and Encounters,,11,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record_dashboard.py,Lab Tests and Vital Signs,,15,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.js,Admit,,21,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.js,Discharge,,27,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.js,Processing Inpatient Discharge,,53,,,
